valid_date,latitude,longitude,region_id,rain_observed,temp_observed,mslp_observed,rh_observed,wind_observed,cape_observed
2021-10-11,15.34,86.29,EC,5.97,23.17,1010.22,60.67,4.41,476.4
2023-05-29,25.14,75.13,NW,6.43,24.92,1014.58,74.72,7.04,1161.8
2023-08-18,21.7,84.84,EC,119.43,27.42,996.31,94.91,15.65,1975.5
2022-03-29,30.48,69.87,NW,2.45,27.78,1007.15,56.04,5.63,996.8
2023-10-17,15.61,75.16,WG,3.79,30.89,1014.29,67.6,5.16,615.2
2023-03-27,26.54,85.31,NE,3.74,25.5,1008.97,56.41,5.89,449.4
2022-10-21,31.13,73.95,NW,24.38,15.98,1008.04,69.13,10.43,766.6
2022-07-01,26.7,70.08,NW,5.92,30.24,1009.25,60.68,4.48,1054.6
2024-04-30,14.04,86.41,EC,7.57,27.31,1008.81,63.71,7.63,397.0
2023-12-09,31.88,76.46,NW,4.17,28.5,1010.87,46.81,3.14,364.1
2021-01-17,10.37,80.02,SP,11.56,25.13,1013.26,74.84,6.7,616.1
2024-04-10,23.95,77.95,CI,9.38,32.1,1012.29,58.77,6.59,1162.9
2024-05-28,18.76,76.57,CI,1.3,31.49,1006.88,40.58,6.56,551.0
2021-06-07,19.48,73.9,WG,95.71,27.59,998.87,90.81,17.91,3808.8
2022-04-22,28.29,69.9,NW,4.46,23.92,1007.35,67.27,7.1,1006.6
2023-12-06,14.45,76.52,SP,2.47,24.77,1007.88,40.12,3.32,1187.7
2024-10-28,14.63,83.73,EC,0.5,32.05,1010.15,74.11,3.27,901.9
2022-06-02,15.77,83.7,EC,2.57,23.17,1006.42,60.94,6.51,337.3
2021-04-09,25.28,94.77,NE,2.13,27.55,1012.38,57.86,3.08,538.9
2023-11-27,17.83,76.09,WG,0.61,27.36,1013.97,71.38,3.56,1095.0
2021-10-07,8.81,79.4,SP,12.04,28.3,1011.65,72.09,5.3,1198.4
2024-10-04,8.96,75.69,SP,5.96,31.43,1009.53,61.55,6.64,608.4
2022-05-12,21.43,87.37,EC,83.42,28.16,986.9,96.18,28.75,4034.6
2021-10-29,25.7,95.5,NE,0.4,24.72,1009.34,49.41,5.57,302.1
2021-06-30,21.88,85.5,EC,26.54,29.4,988.42,87.89,13.42,2673.1
2022-08-30,26.21,94.05,NE,10.41,27.44,1011.09,60.56,3.49,615.6
2024-01-28,19.86,75.67,CI,5.27,30.76,1009.38,55.09,3.58,323.6
2022-12-01,14.08,76.9,SP,2.11,23.59,1008.55,64.61,3.8,983.3
2023-09-20,19.08,77.15,CI,62.86,29.55,994.61,89.26,13.28,3045.9
2024-02-14,14.95,88.69,EC,19.69,30.72,1010.95,59.83,5.32,577.7
2021-07-10,16.38,74.89,WG,60.64,24.72,999.03,91.87,19.72,2141.8
2021-09-10,36.6,77.03,NW,0.95,32.22,1010.83,53.87,5.0,931.5
2023-09-08,14.14,76.58,WG,17.19,29.22,1012.47,61.25,3.88,729.0
2023-07-17,12.85,73.54,WG,6.11,27.47,1009.29,45.09,7.39,329.2
2024-03-30,27.02,74.62,NW,3.65,23.48,1014.0,43.59,6.69,557.9
2024-07-03,12.01,78.62,SP,27.04,28.46,1008.81,63.3,13.17,2107.3
2024-09-08,23.49,74.22,CI,35.7,27.01,996.11,91.42,22.91,2857.0
2021-05-08,18.43,79.33,CI,7.41,24.04,1012.09,62.42,7.4,775.2
2021-01-18,9.53,78.48,SP,18.56,29.75,1007.24,53.53,4.09,591.5
2022-07-20,31.18,73.86,NW,11.2,27.62,1009.6,59.53,7.06,1135.3
2022-07-24,23.57,92.68,NE,2.35,30.1,1006.08,82.39,7.99,1899.2
2024-09-08,17.95,76.99,WG,105.54,26.43,999.11,94.58,13.42,2443.3
2022-11-17,20.22,85.02,EC,229.41,28.03,969.06,91.42,28.11,4026.2
2022-09-18,19.55,80.81,CI,13.17,30.67,1014.68,53.21,4.7,1192.3
2024-08-04,15.5,76.17,SP,0.26,23.56,1009.47,43.08,4.92,670.4
2023-05-04,13.82,81.34,EC,8.18,29.03,1011.83,64.75,4.84,710.9
2023-08-20,33.58,72.07,NW,0.96,29.86,1012.41,73.3,3.88,655.0
2021-06-04,11.69,87.87,EC,43.47,28.91,997.35,89.65,18.83,3048.2
2022-05-05,17.13,82.98,EC,236.47,29.55,985.08,96.73,42.92,2632.6
2024-11-10,12.13,73.81,WG,0.75,25.92,1011.05,69.32,5.05,503.0
2023-02-24,29.92,71.37,NW,5.11,25.35,1012.91,64.15,7.71,1095.5
2024-02-02,17.03,86.96,EC,7.3,23.15,1009.54,51.77,5.38,989.6
2024-11-17,23.4,76.94,CI,10.32,26.58,1010.25,42.11,6.15,1002.7
2021-09-03,30.87,76.4,NW,1.51,25.48,1011.76,52.34,7.53,990.1
2024-04-14,18.55,74.78,CI,22.27,27.07,1009.1,55.56,6.24,760.8
2023-11-29,12.45,78.52,SP,3.25,25.79,1013.77,46.94,4.59,478.7
2023-01-29,9.69,79.1,SP,1.05,27.63,1007.54,69.2,6.52,469.7
2022-06-22,26.49,96.08,NE,14.93,26.25,1013.83,62.91,4.42,636.0
2023-07-10,9.35,79.13,SP,4.93,29.19,1011.05,54.82,3.45,409.4
2022-02-12,11.92,85.09,EC,12.93,31.19,1014.04,56.61,7.68,1053.9
2022-06-09,31.17,71.88,NW,1.51,26.23,1012.56,65.39,7.45,345.4
2023-04-08,14.76,75.02,SP,0.21,25.88,1007.89,53.99,3.62,1040.1
2023-06-22,22.16,76.17,CI,3.18,24.23,1013.22,44.09,6.1,1146.5
2021-02-05,19.18,80.39,EC,1.65,27.0,1014.49,41.9,4.56,1035.6
2022-11-16,14.65,79.61,SP,0.53,23.69,1010.12,51.61,6.99,603.4
2021-01-20,17.99,73.19,WG,4.93,29.37,1011.37,57.89,3.68,355.8
2021-11-17,23.04,74.14,CI,6.29,27.98,1012.53,65.27,6.7,318.3
2022-05-27,24.78,81.23,CI,7.85,24.46,1007.11,46.53,6.3,1027.4
2022-02-04,25.51,93.77,NE,4.8,23.79,1007.63,47.3,5.41,906.5
2022-10-16,9.13,74.88,WG,0.58,28.32,1008.57,72.84,6.14,892.3
2023-08-30,23.48,96.67,NE,19.05,24.32,1007.86,48.79,5.55,746.4
2022-04-16,14.86,79.03,SP,8.17,22.36,1006.87,41.89,5.54,343.4
2024-03-12,19.2,74.06,WG,2.98,24.21,1011.43,67.4,4.45,724.1
2024-01-21,25.21,77.25,CI,2.97,32.49,1012.39,49.5,6.12,1024.3
2024-10-09,27.23,93.84,NE,16.64,32.06,1008.72,47.03,7.07,866.7
2023-04-14,11.2,83.25,EC,0.22,26.56,1008.77,43.9,5.46,1044.7
2022-12-28,8.23,76.99,WG,2.66,25.44,1013.05,55.96,6.34,469.8
2023-05-04,18.98,79.43,CI,6.05,24.76,1007.01,46.13,4.59,462.4
2021-02-20,34.28,70.01,NW,13.86,17.75,1007.38,82.58,10.9,773.1
2022-07-29,13.82,75.23,WG,3.23,29.91,1012.2,52.96,5.0,589.2
2024-04-28,9.92,76.0,WG,4.22,32.88,1008.0,59.85,5.35,1001.0
2024-02-23,10.39,76.16,SP,0.7,32.29,1014.83,45.77,4.37,997.8
2021-05-30,17.14,83.69,EC,243.43,26.62,980.49,98.05,39.09,4468.3
2021-11-10,15.36,79.84,SP,3.02,28.52,1014.7,42.58,5.57,868.9
2022-07-24,13.8,74.12,WG,99.84,25.73,1002.57,97.58,17.18,2573.1
2024-09-27,11.91,73.7,WG,68.97,25.27,999.36,95.65,19.56,3051.0
2021-11-01,16.99,87.24,EC,1.78,30.87,1006.52,52.19,5.87,875.9
2022-11-13,14.42,81.71,EC,185.55,28.14,986.94,91.77,49.99,3906.0
2023-04-18,25.04,85.83,NE,5.59,32.69,1007.39,52.18,3.26,436.3
2023-12-14,23.61,79.18,CI,14.85,32.98,1014.12,40.07,5.25,1003.8
2023-09-30,21.97,77.0,CI,3.27,24.49,1007.84,64.24,6.52,554.4
2022-03-20,28.69,86.09,NE,3.61,27.25,1013.0,63.63,3.34,436.0
2022-09-05,24.96,77.77,CI,77.45,30.2,994.36,89.74,14.65,3287.1
2023-09-20,18.57,75.78,WG,175.72,27.19,1004.26,91.68,13.48,2171.9
2021-09-21,21.89,94.98,NE,2.3,25.25,1012.02,65.03,5.94,993.1
2023-12-13,26.8,85.39,NE,5.93,26.97,1009.23,58.25,3.71,849.9
2023-10-01,19.07,80.36,CI,3.71,24.25,1011.99,54.97,4.12,899.6
2021-01-05,32.61,75.47,NW,4.16,31.38,1011.02,53.68,5.92,745.8
2024-02-01,23.76,80.6,CI,1.65,30.21,1010.38,51.07,3.47,647.9
2024-05-04,14.13,78.16,SP,3.7,32.48,1010.91,65.98,7.92,670.6
2023-02-13,27.39,77.12,NW,20.75,27.69,1009.86,67.66,5.22,504.9
2023-05-27,21.15,89.4,NE,7.47,32.3,1013.77,44.06,6.52,876.4
2023-09-19,33.48,72.27,NW,0.92,27.32,1009.73,61.62,6.39,405.3
2023-06-03,8.3,72.8,WG,78.18,26.22,1004.29,90.41,17.85,3567.0
2024-10-05,18.14,88.68,EC,157.25,28.79,972.62,96.11,33.07,3765.9
2021-02-16,31.17,73.07,NW,38.25,8.44,1004.11,89.4,10.09,1036.4
2023-05-17,10.55,76.41,SP,1.03,31.76,1007.79,53.38,5.52,781.3
2023-04-03,11.23,82.46,EC,5.29,26.24,1012.62,64.5,3.15,834.0
2023-07-25,13.39,73.39,WG,137.4,27.56,1003.32,96.2,12.41,3750.7
2022-10-18,8.7,78.95,SP,8.06,30.87,1010.14,47.94,6.91,493.1
2021-09-26,20.84,88.43,EC,2.86,27.36,1007.82,61.51,7.91,728.6
2022-01-05,15.42,72.74,WG,2.8,27.49,1008.05,49.89,7.38,1153.3
2022-09-28,19.15,80.99,EC,34.86,30.13,994.08,92.14,21.3,3361.1
2024-02-04,18.37,87.01,EC,2.03,26.82,1006.88,61.4,4.37,1168.2
2022-10-19,23.81,83.52,CI,19.99,22.51,1010.46,61.23,5.92,977.4
2021-04-30,13.91,78.81,SP,13.13,23.0,1013.12,69.76,5.43,928.0
2023-04-11,10.09,80.09,SP,0.84,27.03,1008.72,49.74,3.83,517.2
2023-12-18,26.33,77.05,NW,3.29,27.48,1008.96,71.74,6.89,302.3
2024-10-01,10.5,75.72,SP,7.22,28.27,1006.48,43.99,4.39,852.5
2023-01-11,14.61,75.01,SP,3.99,32.15,1014.84,72.79,6.19,712.2
2021-04-27,20.15,82.36,EC,9.4,29.5,1014.49,66.37,4.96,744.0
2023-03-02,28.52,93.3,NE,0.17,22.52,1008.53,68.21,4.6,405.2
2024-02-25,23.33,77.65,CI,2.19,25.92,1014.9,74.0,6.68,1046.0
2024-11-17,24.77,76.3,NW,4.63,24.79,1014.99,51.31,7.93,469.4
2023-10-10,19.37,77.72,CI,9.14,28.82,1011.34,50.81,7.07,481.6
2023-12-18,31.8,72.82,NW,1.97,26.73,1010.46,53.56,3.9,967.7
2022-09-26,10.38,73.13,WG,209.57,24.88,1005.09,94.29,19.71,2049.8
2022-05-28,12.36,87.77,EC,179.44,29.16,979.05,92.96,40.27,3689.1
2023-03-13,8.25,80.37,SP,12.71,23.64,1010.81,43.12,4.96,494.9
2024-01-25,9.59,75.61,SP,17.55,23.85,1012.07,50.56,6.39,1022.7
2024-02-16,25.9,85.96,NE,25.12,25.49,1013.93,67.9,6.58,334.9
2022-07-14,22.82,82.51,CI,1.08,22.25,1014.25,47.61,6.51,1181.9
2022-05-03,18.38,82.0,CI,3.07,32.31,1012.13,66.58,5.75,770.7
2024-06-14,21.16,75.59,CI,6.76,24.46,1008.64,50.8,4.33,359.2
2023-06-16,9.41,80.05,SP,11.93,31.28,1012.51,72.47,6.16,875.7
2024-07-19,18.88,82.67,CI,1.4,31.76,1009.92,64.64,4.34,505.8
2024-04-27,16.99,80.35,EC,33.14,31.88,1009.48,48.28,5.02,573.5
2022-12-05,30.04,76.17,NW,13.87,31.04,1009.52,60.99,3.39,716.0
2022-08-04,13.81,77.69,SP,13.34,28.04,1003.23,81.95,11.04,2499.4
2023-03-01,20.46,81.08,EC,1.11,32.32,1010.62,46.84,5.27,705.1
2023-05-11,18.92,76.31,WG,22.41,30.09,1011.66,68.56,5.02,365.5
2021-09-04,18.79,87.36,EC,14.06,27.66,1008.16,49.2,3.52,1197.1
2024-01-05,16.98,86.08,EC,2.13,26.56,1014.34,68.39,7.38,1155.4
2021-06-03,14.73,74.1,WG,25.47,31.42,1011.75,48.43,3.84,842.0
2024-12-29,17.26,82.32,EC,0.84,25.95,1013.18,52.24,5.23,850.6
2023-09-24,29.72,70.81,NW,12.07,26.42,1014.84,53.48,3.89,550.3
2024-01-15,8.98,76.77,SP,0.52,29.41,1012.07,58.47,3.23,669.6
2022-11-28,28.24,89.57,NE,0.84,24.54,1014.47,50.19,5.47,850.8
2024-08-01,16.98,73.29,WG,46.23,27.14,1004.36,98.95,15.91,3057.6
2024-05-28,11.4,75.63,SP,1.36,32.63,1006.15,57.24,3.29,353.3
2023-12-29,19.11,80.17,CI,5.78,22.36,1011.63,48.95,5.25,677.0
2023-12-07,31.9,70.13,NW,1.34,27.42,1013.31,50.09,4.63,885.6
2023-10-06,25.03,95.36,NE,1.37,32.8,1009.22,53.1,5.65,1051.6
2021-04-04,26.26,68.19,NW,1.38,29.98,1012.41,44.41,3.96,654.4
2023-08-16,32.48,68.53,NW,12.23,25.79,1014.97,47.11,6.29,824.2
2023-10-09,25.84,80.1,CI,7.22,30.46,1008.48,69.43,5.39,1139.6
2022-03-29,25.0,90.16,NE,2.06,28.16,1014.07,68.92,7.73,1104.2
2024-05-12,31.45,68.91,NW,10.13,24.7,1011.35,54.12,3.04,927.9
2023-07-01,25.44,80.26,CI,50.54,30.27,991.11,85.75,19.91,2607.5
2021-08-06,10.21,75.03,WG,4.98,27.47,1012.92,58.79,5.63,733.1
2022-04-19,19.07,74.18,CI,5.85,26.7,1006.22,65.31,4.57,635.4
2022-03-08,17.94,85.84,EC,1.71,28.76,1011.93,44.47,6.25,945.5
2021-12-07,12.67,76.01,SP,8.93,29.7,1010.65,70.27,4.17,645.0
2022-07-05,22.83,74.57,CI,113.58,30.78,989.1,97.36,15.51,2088.7
2024-08-05,22.87,79.54,CI,121.11,26.09,994.73,90.09,21.7,2163.1
2024-07-01,23.24,82.95,CI,1.86,23.87,1006.49,69.37,3.67,642.1
2021-12-23,35.05,77.81,NW,1.61,27.09,1013.96,65.75,3.14,694.8
2021-01-23,29.3,94.27,NE,6.11,23.52,1010.44,68.3,6.42,1036.7
2022-06-06,25.65,82.67,CI,94.58,30.38,990.43,87.96,16.24,3375.7
2024-01-29,23.82,74.75,CI,8.2,25.49,1006.01,60.25,4.41,967.7
2023-03-13,11.54,87.54,EC,4.56,32.9,1010.8,74.1,4.8,656.7
2024-04-18,16.39,87.33,EC,4.08,29.66,1012.92,54.4,6.44,993.1
2024-05-31,11.76,74.29,WG,1.36,29.07,1010.65,73.83,3.52,934.7
2023-02-01,16.4,76.62,WG,6.74,30.67,1007.01,42.62,5.53,588.9
2022-03-18,11.97,87.75,EC,1.91,26.3,1013.38,69.75,3.08,1032.0
2023-02-08,27.74,88.79,NE,3.64,29.41,1006.74,63.4,4.32,794.7
2023-10-13,12.26,72.71,WG,12.62,24.44,1009.14,64.03,5.47,1122.9
2024-09-10,8.13,77.62,SP,18.65,24.51,1012.77,64.54,7.2,886.5
2022-05-31,8.76,76.07,SP,7.19,23.21,1009.94,59.37,5.04,454.0
2023-11-06,28.2,91.85,NE,0.39,27.33,1006.48,58.66,3.9,861.3
2023-03-03,17.97,81.69,EC,9.82,24.1,1007.32,55.54,5.33,858.1
2021-12-02,17.94,76.41,WG,6.42,26.43,1012.9,44.3,3.37,909.7
2021-09-15,22.19,83.13,CI,35.65,30.27,994.33,88.88,22.49,3343.0
2022-05-12,20.29,86.58,EC,2.2,28.46,1009.94,49.78,5.16,344.8
2023-06-15,16.81,72.97,WG,1.47,23.16,1014.14,56.29,5.4,775.8
2021-06-09,23.3,85.8,NE,0.54,27.5,1008.91,42.36,3.35,369.5
2023-05-02,8.07,75.87,SP,1.48,31.87,1006.61,40.1,6.07,855.3
2022-11-21,28.48,87.88,NE,1.97,24.91,1009.04,52.39,6.89,1145.6
2022-01-15,19.64,75.19,WG,2.99,28.47,1008.65,69.03,3.45,689.9
2023-08-15,23.02,90.97,NE,1.73,29.32,1007.21,62.81,6.0,857.4
2022-11-22,10.63,76.93,WG,2.34,32.76,1014.87,41.64,3.2,1072.8
2024-12-21,18.17,72.62,WG,2.65,25.54,1006.46,40.08,6.16,770.4
2024-07-15,29.06,93.65,NE,1.55,30.01,1013.63,49.18,5.24,631.3
2024-12-11,25.07,74.71,NW,10.32,31.41,1009.98,52.51,6.93,492.5
2024-04-06,23.18,76.19,CI,2.3,32.35,1010.17,68.29,6.98,923.8
2023-12-03,19.34,80.78,EC,1.66,23.27,1012.42,70.08,3.84,1190.3
2021-10-12,11.92,75.05,SP,205.62,28.48,972.88,94.58,31.5,3864.8
2022-02-01,25.75,81.52,CI,23.76,28.18,1007.64,59.64,7.5,335.6
2021-01-12,12.75,83.08,EC,1.44,27.47,1014.62,63.29,4.36,1190.9
2024-08-18,12.77,86.9,EC,2.41,24.4,1012.08,59.86,7.12,902.4
2024-06-30,8.47,79.62,SP,4.9,31.47,1004.07,62.45,9.22,2304.8
2022-05-14,25.54,80.77,CI,1.06,43.85,1002.81,34.95,8.35,549.2
2023-01-24,9.7,76.98,SP,2.16,28.53,1014.54,64.92,6.91,805.2
2021-02-04,13.73,75.22,WG,1.12,32.64,1009.5,57.5,5.77,998.7
2022-12-28,13.35,78.05,SP,0.34,30.01,1012.51,49.18,5.08,705.2
2023-04-29,23.99,95.69,NE,6.86,29.63,1009.41,68.46,3.61,509.4
2021-03-31,25.06,72.66,NW,1.48,26.67,1014.35,72.47,3.85,671.9
2023-02-15,34.08,68.61,NW,30.43,17.92,1004.43,86.07,11.06,984.6
2022-08-28,33.17,76.2,NW,7.11,28.8,1007.78,59.15,6.23,796.9
2023-08-28,23.29,74.13,CI,118.79,30.72,988.52,87.48,15.31,2716.6
2023-10-19,19.44,77.42,CI,5.76,22.24,1011.91,50.18,4.32,471.4
2022-02-22,10.8,76.83,WG,6.3,24.37,1011.45,72.02,7.14,818.4
2021-04-25,32.47,70.97,NW,2.35,23.84,1010.28,54.72,3.32,622.4
2022-09-09,19.16,75.83,WG,5.13,24.06,1014.37,44.89,7.31,535.9
2024-05-04,27.7,71.79,NW,5.61,29.58,1007.96,52.93,5.73,1120.7
2023-04-06,19.6,83.71,CI,2.53,24.03,1014.95,67.64,4.92,428.0
2024-01-04,25.4,95.75,NE,5.26,27.51,1008.33,64.92,5.71,630.3
2022-02-17,23.95,95.33,NE,2.01,25.19,1013.11,57.44,4.41,1009.6
2024-10-31,21.46,96.79,NE,32.23,22.24,1014.0,66.0,4.33,1100.9
2024-12-14,15.3,77.0,SP,106.78,29.27,969.03,96.15,47.5,3508.9
2022-12-30,27.59,94.03,NE,3.14,28.07,1012.03,70.11,5.55,1172.1
2024-07-24,20.91,82.77,EC,0.78,26.44,1006.13,60.27,7.07,1063.6
2023-10-18,30.05,76.65,NW,4.48,32.6,1007.89,63.74,7.46,467.1
2023-01-31,27.62,89.72,NE,9.17,25.83,1008.11,71.45,7.21,754.6
2022-11-07,20.3,80.42,EC,2.1,32.97,1014.38,50.18,6.47,979.7
2024-11-18,19.6,81.86,EC,378.32,28.6,985.26,95.33,37.11,3649.4
2022-04-02,14.15,84.44,EC,7.83,28.28,1006.79,72.93,7.7,311.3
2023-07-09,13.4,74.84,WG,7.92,27.77,1008.52,62.37,6.28,495.5
2021-07-11,14.54,73.99,WG,8.38,24.32,1012.38,70.21,7.42,442.2
2023-01-09,12.93,86.92,EC,6.54,30.83,1011.8,49.46,7.15,1190.9
2024-01-28,11.2,77.78,SP,8.08,23.79,1009.42,46.58,3.69,487.9
2023-09-05,26.48,95.92,NE,9.53,33.11,1008.24,82.72,7.21,2080.1
2023-10-06,33.2,68.45,NW,28.8,8.51,1005.73,85.97,10.92,1194.8
2021-04-06,14.71,80.44,SP,1.56,23.55,1011.8,73.91,6.67,413.2
2022-10-25,21.78,83.7,CI,33.34,26.56,1006.62,49.99,3.62,1038.4
2024-04-28,14.57,74.57,WG,2.53,31.17,1009.02,68.47,3.79,1039.8
2021-02-06,23.82,92.89,NE,2.1,23.06,1010.53,44.23,3.37,543.0
2024-10-24,22.95,86.26,NE,10.07,28.45,1012.59,59.16,6.31,783.7
2021-10-06,18.22,76.92,CI,0.1,27.95,1009.45,59.56,5.97,757.0
2021-08-05,21.17,79.52,CI,2.76,29.68,1007.29,41.12,5.85,747.5
2023-05-17,23.49,96.81,NE,1.5,24.59,1011.23,43.74,3.68,523.9
2023-05-23,20.33,78.41,CI,7.33,31.73,1011.02,52.92,5.09,454.7
2024-07-20,21.88,88.13,NE,1.2,31.25,1012.85,48.38,6.78,573.6
2021-03-03,8.39,78.08,SP,15.15,32.79,1013.89,46.34,3.42,1167.7
2022-08-19,24.01,75.96,CI,77.53,28.18,995.55,91.95,23.24,1896.0
2022-12-30,10.94,75.09,SP,6.98,31.18,1008.98,56.46,5.36,338.7
2024-09-27,14.72,79.29,SP,0.82,31.21,1005.61,65.38,12.67,1297.2
2022-02-01,18.51,77.65,CI,3.15,25.25,1011.42,74.56,3.65,635.5
2022-11-30,29.12,89.7,NE,2.81,29.49,1008.17,68.52,3.94,602.9
2023-11-09,16.79,83.2,EC,258.04,26.96,984.23,94.61,46.0,3865.2
2021-06-26,26.07,96.74,NE,1.41,25.93,1009.25,58.14,4.0,546.1
2022-01-31,36.97,75.75,NW,15.18,14.47,1007.05,87.79,10.19,988.5
2022-03-21,21.23,78.94,CI,10.76,32.98,1010.28,44.36,7.83,948.6
2024-06-10,12.28,76.94,WG,242.94,28.19,1001.83,90.78,10.62,3164.2
2021-03-17,23.66,78.49,CI,6.74,24.08,1014.61,52.45,6.68,1120.2
2021-09-22,24.16,73.2,NW,0.53,31.28,1012.1,50.59,7.51,453.7
2022-03-31,15.87,77.88,SP,4.06,24.45,1008.97,52.58,5.12,429.4
2022-12-19,10.19,72.6,WG,1.29,23.06,1010.81,54.05,6.32,923.8
2023-01-05,12.26,76.63,WG,1.55,28.93,1011.6,59.7,6.19,524.2
2024-11-08,29.47,96.34,NE,26.19,32.87,1013.91,48.34,6.76,413.0
2023-05-01,19.02,85.02,EC,1.52,32.09,1009.97,62.53,4.83,514.8
2024-10-22,26.02,91.47,NE,10.04,30.72,1010.3,50.46,6.55,1110.0
2021-05-24,16.48,74.38,WG,4.94,30.84,1006.54,72.17,7.54,530.5
2023-06-04,16.03,73.05,WG,2.81,29.55,1007.98,40.37,4.83,489.9
2023-12-29,13.92,87.52,EC,4.49,22.26,1008.09,60.61,5.09,607.2
2024-01-28,25.23,79.39,CI,5.12,26.14,1013.51,63.43,3.55,810.3
2022-01-31,11.35,88.34,EC,2.24,30.46,1011.65,40.02,7.7,541.0
2023-11-15,13.62,77.28,SP,1.47,31.97,1014.07,59.41,3.91,587.3
2023-08-06,26.09,90.16,NE,36.63,32.98,1008.14,81.79,6.03,1827.7
2023-06-10,21.72,82.87,CI,164.54,30.19,996.82,88.86,23.41,3080.9
2024-03-20,22.37,86.24,NE,8.98,24.17,1010.81,54.28,5.36,659.4
2024-03-13,11.03,82.83,EC,1.8,29.78,1010.61,66.44,3.72,562.7
2022-07-23,19.18,76.2,CI,79.42,27.07,992.12,89.21,16.29,2739.1
2023-11-29,11.12,82.04,EC,7.35,26.6,1012.23,40.93,6.55,499.8
2021-04-19,10.66,75.17,SP,1.51,26.62,1007.07,60.44,7.75,634.8
2023-12-02,31.9,73.69,NW,5.78,14.78,1008.5,65.21,11.65,404.7
2024-04-24,9.16,75.18,WG,2.75,30.73,1011.53,66.84,3.14,766.3
2023-07-24,25.99,83.44,CI,3.82,29.02,1008.76,56.21,4.97,850.4
2022-02-02,8.03,76.08,WG,0.84,27.16,1006.76,45.71,3.33,528.2
2024-05-31,28.6,68.64,NW,5.55,22.77,1010.0,48.94,3.06,431.6
2022-09-26,20.37,77.22,CI,1.72,29.33,1009.0,42.67,5.74,1023.9
2024-03-02,14.28,75.47,WG,0.73,25.89,1014.59,57.89,3.45,747.6
2024-04-01,16.99,73.61,WG,0.34,22.49,1008.87,63.7,6.53,1111.3
2024-05-23,20.57,77.08,CI,3.74,23.19,1010.29,56.13,7.21,1030.2
2023-01-03,12.35,77.0,WG,9.04,27.59,1006.53,58.62,3.47,1080.3
2021-08-23,17.34,76.89,WG,0.11,27.53,1010.95,65.82,3.67,554.6
2022-10-20,23.54,78.06,CI,3.21,26.93,1010.53,40.58,6.69,583.8
2023-01-21,12.68,74.7,WG,11.59,29.72,1012.19,63.52,5.9,300.9
2022-08-11,13.0,76.23,WG,10.76,31.94,1007.75,46.31,3.18,641.6
2023-10-30,24.95,88.55,NE,0.61,32.84,1011.09,49.27,7.31,756.5
2024-01-03,14.2,79.7,SP,15.92,31.39,1011.7,49.9,5.24,868.3
2023-08-12,24.57,93.01,NE,0.42,29.16,1009.16,58.63,4.68,820.3
2022-05-07,24.76,73.29,NW,0.02,43.14,1000.05,26.36,4.07,1111.6
2023-07-02,21.38,85.35,NE,29.86,25.9,1013.05,50.19,7.86,550.5
2024-06-30,26.21,88.64,NE,0.16,23.19,1013.05,51.17,7.92,856.4
2024-06-07,33.65,76.96,NW,2.46,23.81,1010.61,65.26,5.96,534.0
2024-04-12,9.67,75.76,WG,1.46,27.24,1009.15,50.0,7.49,1009.3
2024-04-06,14.17,73.0,WG,1.15,27.85,1011.34,52.41,3.19,920.3
2021-06-19,26.54,92.31,NE,1.6,24.81,1011.97,70.5,4.41,999.8
2024-11-17,30.7,77.26,NW,1.42,31.74,1014.26,49.91,4.09,624.6
2023-08-04,14.25,76.96,WG,99.27,25.14,1001.78,96.7,17.24,2163.6
2023-03-06,16.6,81.04,EC,9.35,23.69,1006.6,63.06,6.32,963.4
2022-09-26,21.76,75.82,CI,71.93,27.09,996.42,94.71,22.62,1939.5
2024-05-02,22.78,80.93,CI,0.71,47.99,998.68,17.09,9.4,966.1
2021-01-29,11.75,75.54,SP,6.05,32.99,1012.19,56.38,5.18,1021.7
2024-04-03,21.75,74.81,CI,4.14,26.94,1009.52,46.87,7.24,498.6
2024-12-16,26.8,94.48,NE,5.39,25.32,1008.94,52.37,3.02,1020.9
2021-12-05,25.7,75.49,CI,1.31,27.44,1012.41,62.96,4.88,820.3
2024-10-20,22.26,79.68,CI,0.38,29.33,1009.76,58.36,6.62,643.5
2024-09-27,21.15,85.65,EC,37.68,26.85,996.09,91.23,14.75,3409.7
2022-05-15,9.75,74.46,WG,6.32,30.93,1007.08,50.62,7.41,409.4
2022-05-26,18.2,86.3,EC,1.77,29.71,1006.31,64.12,4.32,968.7
2024-09-12,28.34,87.17,NE,1.49,26.04,1014.19,52.43,7.57,1165.2
2021-08-05,25.61,74.59,CI,7.6,26.47,1009.57,62.98,6.86,874.6
2024-08-17,19.81,76.36,WG,2.21,25.19,1013.76,59.74,7.51,676.9
2024-03-01,13.28,79.04,SP,5.62,24.9,1014.01,57.55,4.39,499.4
2023-12-30,8.58,75.23,SP,131.66,27.8,968.98,97.43,36.48,2977.2
2024-06-29,18.81,74.87,CI,117.03,29.77,988.34,90.74,19.12,2311.9
2024-12-09,22.38,76.15,CI,2.0,22.62,1013.8,51.88,6.93,932.0
2022-03-21,14.88,77.45,SP,12.34,32.54,1014.47,40.82,4.49,1085.5
2023-05-26,13.56,78.59,SP,0.33,26.1,1014.36,55.82,3.26,555.4
2024-04-20,23.72,87.92,NE,9.35,31.41,1014.98,55.4,4.51,419.8
