forecast_id,valid_date,region_id,region_name,latitude,longitude,lead_time_days,rain_forecast,temp_forecast,mslp_forecast,rh_forecast,wind_forecast,cape_forecast,ensemble_spread,synoptic_regime
FC_0000191,2024-02-11,NW,Northwest India,26.49,73.52,3,55.92,11.31,1001.22,82.5,15.13,1164.6,5.83,western_disturbance
FC_0000192,2022-03-18,NE,East & Northeast India,29.05,85.9,7,12.86,26.36,1005.42,76.76,2.73,1900.2,10.97,fair_weather
FC_0000193,2022-07-18,WG,Western Ghats & West Coast,8.52,73.2,8,188.74,25.1,1004.32,87.45,18.71,4460.4,12.89,heavy_rainfall
FC_0000194,2024-07-15,NE,East & Northeast India,26.45,89.79,4,9.44,28.74,1013.43,66.85,9.55,1538.8,9.76,normal_monsoon
FC_0000195,2024-11-10,WG,Western Ghats & West Coast,17.91,72.82,1,19.78,21.5,1010.97,69.16,4.14,1071.5,6.0,post_monsoon
FC_0000196,2024-11-11,NE,East & Northeast India,22.67,88.6,5,0.0,33.98,1018.08,50.62,7.89,2061.5,18.8,post_monsoon
FC_0000197,2024-02-11,NE,East & Northeast India,26.33,93.22,10,8.3,25.03,1011.87,59.92,3.54,348.6,21.96,fair_weather
FC_0000198,2023-08-10,SP,Southern Peninsula,8.99,80.19,4,90.05,24.52,1014.12,57.66,3.41,677.3,19.48,normal_monsoon
FC_0000199,2024-01-10,NW,Northwest India,28.43,75.13,9,22.55,26.46,1016.48,50.67,6.96,746.3,12.92,fair_weather
FC_0000200,2022-11-30,NW,Northwest India,30.81,70.23,3,4.23,24.2,1014.5,64.45,5.83,404.1,5.93,post_monsoon
FC_0000201,2021-04-23,WG,Western Ghats & West Coast,18.15,76.18,4,6.33,26.81,1009.98,70.44,6.06,697.9,7.41,pre_monsoon
FC_0000202,2021-01-02,EC,Bay of Bengal & East Coast,15.36,85.3,10,6.86,29.07,1024.52,100.0,0.5,522.9,15.79,fair_weather
FC_0000203,2022-10-04,SP,Southern Peninsula,10.06,78.79,3,11.37,31.44,1012.27,67.91,8.69,448.8,8.95,post_monsoon
FC_0000204,2021-08-08,NW,Northwest India,28.02,76.44,3,29.84,21.28,1011.72,59.28,7.9,1252.8,20.86,normal_monsoon
FC_0000205,2023-05-05,NW,Northwest India,26.83,68.15,7,0.0,17.63,1008.46,58.0,7.49,50.0,11.73,pre_monsoon
FC_0000206,2024-06-02,SP,Southern Peninsula,10.15,76.05,5,8.64,29.66,1007.37,81.24,0.87,857.0,9.12,normal_monsoon
FC_0000207,2022-01-20,CI,Central India,22.07,76.04,5,28.94,25.9,1008.9,69.99,3.21,727.1,10.09,fair_weather
FC_0000208,2024-11-27,SP,Southern Peninsula,14.11,76.33,4,0.0,27.38,1006.78,64.42,4.56,50.0,7.22,post_monsoon
FC_0000209,2024-02-28,NW,Northwest India,33.19,73.78,10,0.0,20.0,1002.63,59.81,2.5,2403.8,42.39,fair_weather
FC_0000210,2023-12-13,EC,Bay of Bengal & East Coast,21.85,89.0,8,0.0,25.53,1019.39,20.91,5.98,524.0,15.16,post_monsoon
FC_0000211,2022-12-31,CI,Central India,24.96,81.6,1,7.03,30.14,1007.14,59.38,5.81,925.4,3.32,post_monsoon
FC_0000212,2024-12-10,NE,East & Northeast India,24.28,94.04,9,16.24,22.05,1019.97,76.55,2.53,850.5,16.44,post_monsoon
FC_0000213,2021-09-04,SP,Southern Peninsula,15.65,75.13,9,12.83,21.7,1006.27,78.53,0.58,2983.1,13.62,normal_monsoon
FC_0000214,2023-04-16,NE,East & Northeast India,25.57,87.62,5,5.89,29.64,1014.43,86.61,9.18,213.0,8.53,pre_monsoon
FC_0000215,2021-07-22,CI,Central India,22.46,78.66,1,157.64,29.78,994.69,100.0,15.0,2729.5,10.69,monsoon_depression
FC_0000216,2024-04-22,CI,Central India,22.61,79.51,2,2.08,45.94,998.47,24.45,6.99,1189.5,5.93,heat_wave
FC_0000217,2021-05-03,CI,Central India,25.68,79.52,2,3.1,28.39,1009.99,53.37,4.67,1303.4,4.66,pre_monsoon
FC_0000218,2022-02-05,WG,Western Ghats & West Coast,18.15,73.94,6,33.09,22.19,1013.7,49.86,0.58,50.0,9.42,fair_weather
FC_0000219,2023-02-06,SP,Southern Peninsula,11.5,77.59,10,64.15,25.17,1009.62,19.9,2.54,1135.0,41.89,fair_weather
FC_0000220,2021-10-21,EC,Bay of Bengal & East Coast,14.07,83.42,9,0.0,20.85,1003.22,53.83,7.3,50.0,26.42,post_monsoon
FC_0000221,2021-10-07,EC,Bay of Bengal & East Coast,17.58,85.22,3,136.38,22.97,971.84,100.0,40.5,3873.4,6.51,cyclone
FC_0000222,2023-06-03,NE,East & Northeast India,26.41,89.22,8,0.0,25.88,1010.34,40.73,2.18,691.8,39.83,normal_monsoon
FC_0000223,2021-07-17,NE,East & Northeast India,23.68,92.34,2,4.05,32.78,1013.39,58.02,2.38,1034.0,8.87,normal_monsoon
FC_0000224,2023-09-09,NE,East & Northeast India,22.13,88.04,5,32.22,28.26,1005.96,56.7,6.92,2504.7,8.75,active_break_monsoon
FC_0000225,2023-01-22,SP,Southern Peninsula,8.34,75.4,4,115.5,25.58,1012.42,37.91,5.59,352.4,27.22,fair_weather
FC_0000226,2021-05-24,NW,Northwest India,27.16,68.2,5,2.41,46.71,1010.79,28.56,8.24,795.6,12.35,heat_wave
FC_0000227,2022-09-01,NE,East & Northeast India,23.09,92.86,4,11.6,26.43,1009.16,45.0,6.35,726.9,16.34,normal_monsoon
FC_0000228,2024-05-09,CI,Central India,18.49,78.37,1,12.48,46.29,1005.9,25.18,7.71,751.6,4.61,heat_wave
FC_0000229,2024-02-22,NE,East & Northeast India,28.76,94.5,1,12.15,25.41,1011.48,83.06,1.99,859.4,3.31,fair_weather
FC_0000230,2021-07-06,CI,Central India,20.44,83.25,6,1.35,23.78,1013.71,49.7,12.75,680.8,9.24,normal_monsoon
FC_0000231,2024-09-11,WG,Western Ghats & West Coast,11.96,72.83,8,0.0,28.86,1011.69,87.76,5.02,951.7,36.33,normal_monsoon
FC_0000232,2022-04-09,NW,Northwest India,36.92,76.7,7,0.0,38.32,1007.33,76.96,6.76,723.6,19.81,pre_monsoon
FC_0000233,2024-10-04,NW,Northwest India,30.06,74.66,4,18.74,26.45,1010.34,23.11,5.82,1278.8,9.3,post_monsoon
FC_0000234,2022-10-22,SP,Southern Peninsula,13.37,76.07,5,130.13,27.49,1003.09,100.0,9.18,4116.7,29.71,cyclone
FC_0000235,2023-02-03,SP,Southern Peninsula,9.6,77.58,8,165.66,23.95,1000.37,89.84,0.5,1088.4,38.8,fair_weather
FC_0000236,2023-08-13,EC,Bay of Bengal & East Coast,21.03,80.09,6,27.5,23.93,1007.96,40.0,2.37,1189.6,23.87,normal_monsoon
FC_0000237,2022-02-07,WG,Western Ghats & West Coast,17.39,72.76,8,0.0,40.93,1011.28,46.59,8.04,283.1,35.04,fair_weather
FC_0000238,2024-10-01,SP,Southern Peninsula,11.83,78.51,6,56.47,22.15,1009.98,51.19,0.68,311.4,30.78,post_monsoon
FC_0000239,2021-05-27,CI,Central India,23.49,74.58,8,9.9,41.57,994.51,29.05,11.55,382.8,31.32,heat_wave
FC_0000240,2024-03-17,WG,Western Ghats & West Coast,13.02,75.13,4,12.53,25.82,1006.62,86.44,6.95,814.0,11.56,fair_weather
FC_0000241,2023-05-14,NW,Northwest India,24.86,69.35,10,0.0,33.18,1004.1,57.19,2.99,50.0,41.95,pre_monsoon
FC_0000242,2022-05-04,CI,Central India,23.31,79.22,2,11.77,27.9,1003.02,43.4,3.68,898.5,5.64,pre_monsoon
FC_0000243,2023-07-18,WG,Western Ghats & West Coast,9.94,74.91,3,79.74,26.08,1000.01,93.6,13.14,3871.4,5.73,heavy_rainfall
FC_0000244,2022-07-05,NW,Northwest India,35.87,68.16,5,22.22,32.34,1007.02,52.01,3.62,1084.4,11.6,normal_monsoon
FC_0000245,2021-12-04,SP,Southern Peninsula,13.14,75.41,4,22.75,26.03,1013.86,35.86,3.42,817.1,11.05,post_monsoon
FC_0000246,2023-05-22,CI,Central India,18.05,75.51,5,39.29,32.9,1012.21,73.79,5.0,485.0,8.37,pre_monsoon
FC_0000247,2022-10-03,CI,Central India,21.38,82.02,1,10.38,29.27,1011.57,48.92,8.13,970.0,8.01,post_monsoon
FC_0000248,2022-04-18,NW,Northwest India,27.66,74.26,1,9.37,43.55,1000.18,27.47,6.09,1281.3,3.28,heat_wave
FC_0000249,2021-05-31,CI,Central India,21.29,76.34,2,4.04,41.92,1001.97,22.1,9.42,910.1,9.58,heat_wave
FC_0000250,2024-12-09,SP,Southern Peninsula,12.11,79.39,2,165.34,27.85,986.21,88.71,32.75,2514.6,5.05,cyclone
FC_0000251,2024-08-14,SP,Southern Peninsula,14.66,79.66,8,40.08,26.32,1006.62,89.52,8.41,739.7,12.18,normal_monsoon
FC_0000252,2021-09-20,SP,Southern Peninsula,10.71,79.36,10,10.29,32.38,1006.22,94.74,2.25,280.8,14.12,normal_monsoon
FC_0000253,2021-05-24,NW,Northwest India,26.76,75.38,4,12.53,27.86,1014.85,53.87,8.59,50.0,17.92,pre_monsoon
FC_0000254,2021-12-12,NE,East & Northeast India,29.06,85.16,6,21.94,30.84,1011.06,61.15,8.88,769.5,9.28,post_monsoon
FC_0000255,2022-09-16,NE,East & Northeast India,24.74,92.77,2,0.0,27.57,1008.3,61.99,4.18,1051.8,12.92,normal_monsoon
FC_0000256,2023-10-14,CI,Central India,23.61,75.76,1,0.0,21.59,1007.48,47.92,4.57,1729.1,4.36,post_monsoon
FC_0000257,2023-05-31,SP,Southern Peninsula,15.78,78.38,7,16.04,21.44,1008.45,44.47,10.37,835.7,12.53,pre_monsoon
FC_0000258,2021-01-02,CI,Central India,19.31,74.21,4,0.0,33.0,1007.12,75.72,5.68,460.2,20.43,fair_weather
FC_0000259,2023-06-16,NW,Northwest India,34.18,68.8,4,16.59,31.51,1011.82,58.42,4.66,400.7,8.83,normal_monsoon
FC_0000260,2024-08-20,CI,Central India,19.13,79.75,2,23.04,20.72,1006.53,74.63,4.84,1533.8,9.31,normal_monsoon
FC_0000261,2021-09-11,EC,Bay of Bengal & East Coast,17.64,86.18,9,17.51,32.84,1002.71,100.0,8.06,2926.4,38.2,monsoon_depression
FC_0000262,2022-03-29,NE,East & Northeast India,24.34,94.29,2,12.48,28.62,1014.21,61.34,4.38,50.0,22.41,fair_weather
FC_0000263,2023-11-27,CI,Central India,25.79,76.71,5,14.34,15.81,1008.52,59.42,7.27,877.4,18.33,post_monsoon
FC_0000264,2024-03-29,CI,Central India,23.62,83.28,6,0.0,16.75,1009.88,74.44,6.59,1369.7,17.85,fair_weather
FC_0000265,2023-10-12,WG,Western Ghats & West Coast,16.24,75.56,3,5.72,26.35,1011.16,55.27,2.3,982.3,9.1,post_monsoon
FC_0000266,2021-01-09,CI,Central India,19.79,79.35,3,7.43,29.06,1012.31,42.66,4.6,1055.9,6.35,fair_weather
FC_0000267,2024-06-10,EC,Bay of Bengal & East Coast,17.19,86.3,6,0.0,27.1,1010.5,64.09,5.5,532.2,12.33,normal_monsoon
FC_0000268,2024-01-28,NE,East & Northeast India,29.47,85.4,5,96.35,42.38,1008.27,73.43,7.99,209.2,23.48,fair_weather
FC_0000269,2023-03-27,WG,Western Ghats & West Coast,8.78,72.85,5,0.0,25.04,1010.12,77.8,6.44,537.8,11.51,fair_weather
FC_0000270,2021-07-27,NW,Northwest India,33.66,69.36,5,0.0,23.77,1010.02,79.51,7.15,2418.0,26.89,active_break_monsoon
FC_0000271,2024-02-29,NW,Northwest India,32.09,71.25,9,7.85,31.17,1010.87,57.09,0.5,1316.9,13.34,fair_weather
FC_0000272,2022-02-08,NE,East & Northeast India,24.89,87.59,8,0.0,25.21,1010.54,64.65,8.79,655.2,14.17,fair_weather
FC_0000273,2021-06-01,NW,Northwest India,35.26,73.86,4,4.35,29.64,1010.52,78.51,11.32,1224.8,9.39,active_break_monsoon
FC_0000274,2021-02-23,EC,Bay of Bengal & East Coast,21.39,85.17,6,0.0,21.74,1006.79,46.77,10.39,172.5,9.22,fair_weather
FC_0000275,2024-02-18,CI,Central India,18.99,75.71,5,1.59,30.57,1009.51,71.26,7.75,189.0,8.87,fair_weather
FC_0000276,2022-09-20,NE,East & Northeast India,29.41,93.71,6,1.6,23.01,1009.83,53.23,8.75,315.0,11.01,normal_monsoon
FC_0000277,2022-08-10,WG,Western Ghats & West Coast,8.59,75.67,8,111.04,27.33,1001.63,70.23,19.88,3257.6,14.89,heavy_rainfall
FC_0000278,2024-12-14,CI,Central India,21.3,77.07,6,0.44,24.84,1014.04,54.15,5.18,1011.4,10.76,post_monsoon
FC_0000279,2024-12-16,NW,Northwest India,26.0,76.4,6,2.08,24.07,1008.81,87.35,0.5,50.0,10.69,post_monsoon
FC_0000280,2021-04-14,NW,Northwest India,24.83,70.9,2,27.31,21.69,1010.93,50.52,3.35,869.5,7.26,pre_monsoon
FC_0000281,2021-09-11,WG,Western Ghats & West Coast,11.68,73.22,7,0.0,17.72,1021.3,43.29,4.93,636.7,25.65,normal_monsoon
FC_0000282,2024-06-04,EC,Bay of Bengal & East Coast,16.59,80.11,3,89.8,27.08,991.84,86.44,20.43,2521.8,5.86,monsoon_depression
FC_0000283,2024-02-10,WG,Western Ghats & West Coast,11.61,76.7,7,0.0,40.37,1010.66,10.4,1.77,1143.4,11.97,fair_weather
FC_0000284,2022-05-25,NE,East & Northeast India,23.64,89.33,5,31.09,26.6,1012.7,42.58,4.25,440.3,8.05,pre_monsoon
FC_0000285,2021-04-09,WG,Western Ghats & West Coast,13.68,75.03,4,0.84,31.5,1002.04,36.24,10.96,196.1,21.68,pre_monsoon
FC_0000286,2021-06-02,NW,Northwest India,34.51,69.9,10,0.0,29.21,1009.18,71.94,14.03,1137.0,14.58,normal_monsoon
FC_0000287,2023-07-03,EC,Bay of Bengal & East Coast,20.59,86.82,1,60.76,30.19,988.7,100.0,11.88,1762.3,3.93,monsoon_depression
FC_0000288,2023-05-28,EC,Bay of Bengal & East Coast,18.95,80.78,8,25.97,30.1,1006.5,79.98,6.96,67.1,14.54,pre_monsoon
FC_0000289,2021-12-04,SP,Southern Peninsula,8.17,78.27,2,7.42,28.2,1011.92,51.56,4.56,576.9,4.6,post_monsoon
FC_0000290,2023-04-02,WG,Western Ghats & West Coast,18.36,75.13,10,187.83,15.1,1005.66,100.0,0.5,788.9,49.97,pre_monsoon
FC_0000291,2024-04-01,NE,East & Northeast India,22.81,86.09,8,17.01,25.77,1018.96,57.75,4.29,50.0,34.02,pre_monsoon
FC_0000292,2023-08-15,NW,Northwest India,33.09,75.22,7,17.4,54.32,1016.53,84.94,6.9,1128.9,28.72,normal_monsoon
FC_0000293,2021-06-10,CI,Central India,19.38,74.28,3,27.12,26.76,1013.49,96.62,2.96,545.3,5.88,normal_monsoon
FC_0000294,2023-03-12,EC,Bay of Bengal & East Coast,15.49,85.24,7,17.27,25.15,1003.88,100.0,8.77,811.6,11.18,fair_weather
FC_0000295,2022-02-02,WG,Western Ghats & West Coast,16.47,76.14,1,8.28,31.63,1014.22,60.29,8.28,716.6,3.93,fair_weather
FC_0000296,2024-07-24,SP,Southern Peninsula,12.88,75.61,5,9.65,26.4,1007.25,82.9,15.04,2919.7,8.6,active_break_monsoon
FC_0000297,2023-03-27,NE,East & Northeast India,26.8,96.81,2,14.29,23.67,1015.51,72.04,5.38,296.0,6.7,fair_weather
FC_0000298,2024-11-16,NE,East & Northeast India,28.7,95.46,2,20.2,26.24,1006.87,74.23,7.19,743.4,6.2,post_monsoon
FC_0000299,2024-03-04,NW,Northwest India,27.93,75.51,3,4.25,28.0,1007.32,69.32,4.43,50.0,11.44,fair_weather
FC_0000300,2024-05-03,EC,Bay of Bengal & East Coast,20.36,86.1,7,0.0,31.24,1015.11,86.89,7.93,1497.7,13.57,pre_monsoon
FC_0000301,2022-02-05,NW,Northwest India,27.26,77.54,2,9.17,28.91,1011.81,43.6,5.38,371.1,7.34,fair_weather
FC_0000302,2022-10-02,SP,Southern Peninsula,11.61,75.71,4,20.19,25.38,1010.97,59.66,1.85,452.2,7.36,post_monsoon
FC_0000303,2023-11-23,CI,Central India,18.88,80.48,4,0.0,29.98,1014.09,67.81,6.4,1269.2,7.14,post_monsoon
FC_0000304,2022-11-19,CI,Central India,21.5,74.94,1,1.6,31.65,1011.69,74.13,8.44,484.8,4.75,post_monsoon
FC_0000305,2022-04-05,CI,Central India,23.92,81.99,7,14.69,28.1,1010.99,57.05,0.82,50.0,11.03,pre_monsoon
FC_0000306,2023-08-13,NE,East & Northeast India,27.17,87.43,4,9.5,28.34,1014.99,48.64,4.76,845.7,7.59,normal_monsoon
FC_0000307,2022-04-15,EC,Bay of Bengal & East Coast,18.59,80.1,1,28.16,25.68,1015.83,53.22,8.64,175.2,6.42,pre_monsoon
FC_0000308,2024-10-30,NW,Northwest India,27.97,71.99,3,18.42,12.78,1010.8,73.55,13.39,758.5,5.95,western_disturbance
FC_0000309,2023-11-12,NW,Northwest India,34.86,71.9,8,0.0,34.78,1003.0,87.35,10.26,50.0,39.31,post_monsoon
FC_0000310,2023-01-20,SP,Southern Peninsula,8.09,76.94,4,0.0,33.12,1004.05,44.35,11.72,1393.2,7.02,fair_weather
FC_0000311,2021-02-07,CI,Central India,21.99,83.49,1,0.0,23.28,1012.45,54.31,8.3,860.4,14.46,fair_weather
FC_0000312,2021-08-18,EC,Bay of Bengal & East Coast,21.35,81.63,7,0.0,26.93,1002.22,83.96,6.95,50.0,10.57,normal_monsoon
FC_0000313,2024-10-20,EC,Bay of Bengal & East Coast,13.04,81.47,8,186.65,25.69,1006.23,89.84,10.37,5826.4,28.41,cyclone
FC_0000314,2022-07-17,SP,Southern Peninsula,14.31,75.03,5,0.0,25.07,1004.63,72.68,14.64,1481.4,17.16,active_break_monsoon
FC_0000315,2022-03-14,WG,Western Ghats & West Coast,9.53,74.92,9,271.42,48.1,1009.63,50.6,7.91,607.7,30.51,fair_weather
FC_0000316,2024-07-30,EC,Bay of Bengal & East Coast,13.72,80.83,7,0.0,47.4,1017.6,46.21,0.5,2239.1,34.19,normal_monsoon
FC_0000317,2021-01-27,EC,Bay of Bengal & East Coast,14.96,82.47,4,0.0,36.88,1006.32,43.84,5.36,869.6,16.29,fair_weather
FC_0000318,2021-08-14,NW,Northwest India,30.64,77.79,9,0.0,37.48,998.68,90.68,15.69,1761.9,13.21,active_break_monsoon
FC_0000319,2024-07-24,SP,Southern Peninsula,8.99,77.05,6,0.0,41.32,1007.09,60.87,6.4,967.3,22.48,normal_monsoon
FC_0000320,2023-03-09,EC,Bay of Bengal & East Coast,21.25,87.89,8,5.54,33.95,1015.04,82.44,8.0,50.0,12.61,fair_weather
FC_0000321,2021-10-11,EC,Bay of Bengal & East Coast,15.34,86.29,2,9.45,21.61,1014.22,60.96,5.34,459.4,5.74,post_monsoon
FC_0000322,2023-05-29,NW,Northwest India,25.14,75.13,5,19.24,25.26,1016.16,71.75,6.93,1557.8,8.21,pre_monsoon
FC_0000323,2023-08-18,EC,Bay of Bengal & East Coast,21.7,84.84,3,136.21,28.3,997.44,92.9,17.07,1904.8,7.98,monsoon_depression
FC_0000324,2022-03-29,NW,Northwest India,30.48,69.87,5,0.0,23.17,1004.41,64.39,7.07,861.4,8.03,fair_weather
FC_0000325,2023-10-17,WG,Western Ghats & West Coast,15.61,75.16,8,0.0,24.98,1012.61,68.43,6.14,50.0,11.73,post_monsoon
FC_0000326,2023-03-27,NE,East & Northeast India,26.54,85.31,6,0.0,25.43,1009.25,77.1,9.48,972.5,9.52,fair_weather
FC_0000327,2022-10-21,NW,Northwest India,31.13,73.95,1,32.45,16.72,1007.68,60.12,9.45,954.4,4.31,western_disturbance
FC_0000328,2022-07-01,NW,Northwest India,26.7,70.08,7,0.0,26.4,1011.22,77.89,4.43,1646.3,14.02,normal_monsoon
FC_0000329,2024-04-30,EC,Bay of Bengal & East Coast,14.04,86.41,10,0.0,32.96,1008.32,44.52,7.23,75.5,30.45,pre_monsoon
FC_0000330,2023-12-09,NW,Northwest India,31.88,76.46,1,4.44,29.4,1010.59,42.96,3.35,413.0,3.67,post_monsoon
FC_0000331,2021-01-17,SP,Southern Peninsula,10.37,80.02,1,2.99,25.34,1015.19,70.52,7.58,941.9,4.46,fair_weather
FC_0000332,2024-04-10,CI,Central India,23.95,77.95,4,0.0,29.69,1013.18,63.01,7.9,1980.6,10.66,pre_monsoon
FC_0000333,2024-05-28,CI,Central India,18.76,76.57,9,0.0,-8.01,1008.29,80.01,11.95,50.0,38.22,pre_monsoon
FC_0000334,2021-06-07,WG,Western Ghats & West Coast,19.48,73.9,8,58.02,30.17,1012.24,95.5,7.16,4828.9,27.42,heavy_rainfall
FC_0000335,2022-04-22,NW,Northwest India,28.29,69.9,10,1.5,23.15,1004.02,57.8,8.89,1011.2,14.49,pre_monsoon
FC_0000336,2023-12-06,SP,Southern Peninsula,14.45,76.52,3,4.09,24.47,1007.63,46.02,4.89,1139.9,6.38,post_monsoon
FC_0000337,2024-10-28,EC,Bay of Bengal & East Coast,14.63,83.73,6,0.0,28.23,1006.64,64.83,0.5,711.0,25.24,post_monsoon
FC_0000338,2022-06-02,EC,Bay of Bengal & East Coast,15.77,83.7,1,10.06,23.53,1008.36,57.17,6.94,409.3,4.84,normal_monsoon
FC_0000339,2021-04-09,NE,East & Northeast India,25.28,94.77,10,5.86,32.03,1016.74,68.38,7.33,212.7,16.0,pre_monsoon
FC_0000340,2023-11-27,WG,Western Ghats & West Coast,17.83,76.09,1,35.35,33.33,1015.66,67.21,4.8,984.5,9.22,post_monsoon
FC_0000341,2021-10-07,SP,Southern Peninsula,8.81,79.4,6,17.54,30.1,1014.75,65.72,6.54,1280.4,10.62,post_monsoon
FC_0000342,2024-10-04,SP,Southern Peninsula,8.96,75.69,5,13.57,31.57,1004.93,89.85,1.77,999.8,10.66,post_monsoon
FC_0000343,2022-05-12,EC,Bay of Bengal & East Coast,21.43,87.37,6,150.16,25.64,999.59,100.0,13.38,3966.8,21.76,cyclone
FC_0000344,2021-10-29,NE,East & Northeast India,25.7,95.5,9,1.75,28.88,1002.17,75.0,6.65,50.0,14.18,post_monsoon
FC_0000345,2021-06-30,EC,Bay of Bengal & East Coast,21.88,85.5,5,42.86,28.28,993.52,74.34,13.72,2890.8,8.95,monsoon_depression
FC_0000346,2022-08-30,NE,East & Northeast India,26.21,94.05,2,23.99,21.66,1013.54,62.67,4.05,1043.3,13.55,normal_monsoon
FC_0000347,2024-01-28,CI,Central India,19.86,75.67,1,13.92,32.03,1011.69,54.76,4.16,342.9,4.15,fair_weather
FC_0000348,2022-12-01,SP,Southern Peninsula,14.08,76.9,2,0.0,22.44,1009.87,61.55,8.42,1090.7,5.15,post_monsoon
FC_0000349,2023-09-20,CI,Central India,19.08,77.15,8,0.0,28.05,1001.94,65.96,1.03,2357.8,30.07,monsoon_depression
FC_0000350,2024-02-14,EC,Bay of Bengal & East Coast,14.95,88.69,1,27.74,30.56,1013.76,71.01,5.71,594.5,3.94,fair_weather
FC_0000351,2021-07-10,WG,Western Ghats & West Coast,16.38,74.89,6,15.52,30.11,1011.16,95.94,13.62,2486.9,29.61,heavy_rainfall
FC_0000352,2021-09-10,NW,Northwest India,36.6,77.03,5,1.35,25.78,1008.56,54.1,8.82,715.1,12.31,normal_monsoon
FC_0000353,2023-09-08,WG,Western Ghats & West Coast,14.14,76.58,10,57.75,27.89,1015.51,50.48,0.5,247.1,15.8,normal_monsoon
FC_0000354,2023-07-17,WG,Western Ghats & West Coast,12.85,73.54,9,0.0,31.32,1004.14,51.09,14.91,840.7,37.63,normal_monsoon
FC_0000355,2024-03-30,NW,Northwest India,27.02,74.62,4,0.0,24.65,1012.17,41.79,5.85,384.9,6.8,fair_weather
FC_0000356,2024-07-03,SP,Southern Peninsula,12.01,78.62,5,21.52,28.39,1013.89,70.29,13.43,2412.3,8.39,active_break_monsoon
FC_0000357,2024-09-08,CI,Central India,23.49,74.22,5,49.31,27.95,998.42,79.02,20.75,3056.1,9.21,monsoon_depression
FC_0000358,2021-05-08,CI,Central India,18.43,79.33,2,11.67,22.24,1011.93,56.94,8.47,1208.7,5.09,pre_monsoon
FC_0000359,2021-01-18,SP,Southern Peninsula,9.53,78.48,2,42.3,29.44,1007.68,68.18,3.78,776.5,5.12,fair_weather
FC_0000360,2022-07-20,NW,Northwest India,31.18,73.86,9,15.63,23.97,1014.02,31.23,3.36,2539.6,14.17,normal_monsoon
FC_0000361,2022-07-24,NE,East & Northeast India,23.57,92.68,3,17.53,31.98,1008.37,95.25,10.06,2160.1,5.92,active_break_monsoon
FC_0000362,2024-09-08,WG,Western Ghats & West Coast,17.95,76.99,6,41.55,22.41,1011.81,84.09,0.5,2398.4,27.8,heavy_rainfall
FC_0000363,2022-11-17,EC,Bay of Bengal & East Coast,20.22,85.02,4,103.23,26.75,981.96,100.0,4.76,3823.7,17.81,cyclone
FC_0000364,2022-09-18,CI,Central India,19.55,80.81,4,12.23,28.21,1016.31,65.36,4.39,698.0,6.87,normal_monsoon
FC_0000365,2024-08-04,SP,Southern Peninsula,15.5,76.17,5,4.68,22.35,1010.81,45.34,8.29,263.2,20.02,normal_monsoon
FC_0000366,2023-05-04,EC,Bay of Bengal & East Coast,13.82,81.34,5,13.73,28.23,1009.7,57.89,5.76,973.8,8.67,pre_monsoon
FC_0000367,2023-08-20,NW,Northwest India,33.58,72.07,7,0.0,36.7,1010.69,75.54,3.91,1855.7,29.18,normal_monsoon
FC_0000368,2021-06-04,EC,Bay of Bengal & East Coast,11.69,87.87,7,33.62,32.97,1006.59,100.0,7.23,2782.2,33.89,monsoon_depression
FC_0000369,2022-05-05,EC,Bay of Bengal & East Coast,17.13,82.98,1,238.04,28.0,984.25,99.77,43.2,2536.0,4.18,cyclone
FC_0000370,2024-11-10,WG,Western Ghats & West Coast,12.13,73.81,6,0.0,29.74,1007.39,82.63,5.61,1090.3,9.77,post_monsoon
FC_0000371,2023-02-24,NW,Northwest India,29.92,71.37,4,126.8,22.0,1012.86,78.09,9.65,869.4,19.24,fair_weather
FC_0000372,2024-02-02,EC,Bay of Bengal & East Coast,17.03,86.96,2,4.41,22.81,1009.16,61.76,8.51,1371.6,4.47,fair_weather
FC_0000373,2024-11-17,CI,Central India,23.4,76.94,6,24.7,22.17,1008.76,52.05,5.25,2424.8,9.22,post_monsoon
FC_0000374,2021-09-03,NW,Northwest India,30.87,76.4,7,0.0,25.24,1013.39,37.79,11.38,1540.0,11.48,normal_monsoon
FC_0000375,2024-04-14,CI,Central India,18.55,74.78,2,90.31,24.18,1009.5,66.57,7.03,246.2,14.18,pre_monsoon
FC_0000376,2023-11-29,SP,Southern Peninsula,12.45,78.52,2,0.0,26.49,1012.85,46.16,6.52,839.8,6.39,post_monsoon
FC_0000377,2023-01-29,SP,Southern Peninsula,9.69,79.1,10,0.0,19.61,1007.14,75.09,0.5,927.5,14.01,fair_weather
FC_0000378,2022-06-22,NE,East & Northeast India,26.49,96.08,7,0.0,-5.75,1011.75,59.19,6.03,50.0,25.49,normal_monsoon
FC_0000379,2023-07-10,SP,Southern Peninsula,9.35,79.13,9,6.11,33.76,1018.88,80.25,0.5,769.8,14.84,normal_monsoon
FC_0000380,2022-02-12,EC,Bay of Bengal & East Coast,11.92,85.09,3,11.71,30.02,1019.1,74.0,6.95,1172.0,6.54,fair_weather
FC_0000381,2022-06-09,NW,Northwest India,31.17,71.88,3,2.48,26.92,1011.16,53.44,5.68,50.0,5.61,normal_monsoon
FC_0000382,2023-04-08,SP,Southern Peninsula,14.76,75.02,8,151.82,47.66,1011.51,27.06,13.77,1535.0,37.2,pre_monsoon
